"","Stage","Date","Distance","Origin","Destination","Type","Winner","Spe_Winner","Winner_Country","lon_Origin","lat_Origin","lon_Destination","lat_Destination"
"1436","2","1955-07-08",204,"Dieppe","Roubaix","Plain stage","Antonin Rolland","","FRA","1.0791444","49.9246182","3.1741734","50.6915893"
"1437","3","1955-07-09",210,"Roubaix","Namur","Plain stage","Louison Bobet","","FRA","3.1741734","50.6915893","4.8661892","50.4665284"
"1438","4","1955-07-10",225,"Namur","Metz","Plain stage","Willy Kemp","","LUX","4.8661892","50.4665284","6.1763552","49.1196964"
"1439","5","1955-07-11",229,"Metz","Colmar","Plain stage","Roger Hassenforder","","FRA","6.1763552","49.1196964","7.3579641","48.0777517"
"1440","6","1955-07-12",195,"Colmar","Zürich","Plain stage","André Darrigade","","FRA","7.3579641","48.0777517","8.5410422","47.3744489"
"1441","7","1955-07-13",267,"Zürich","Thonon-les-Bains","Plain stage","Jos Hinsen","","NED","8.5410422","47.3744489","6.4779448","46.3731303"
"1442","8","1955-07-14",253,"Thonon-les-Bains","Briançon","Stage with mountain(s)","Charly Gaul","","LUX","6.4779448","46.3731303","6.6436313","44.8984037"
"1443","9","1955-07-15",275,"Briançon","Monaco","Stage with mountain(s)","Raphaël Géminiani","","FRA","6.6436313","44.8984037","7.4197576","43.7311424"
"1444","10","1955-07-16",240,"Monaco","Marseille","Plain stage","Lucien Lazaridès","","FRA","7.4197576","43.7311424","5.3699525","43.2961743"
"1445","11","1955-07-18",198,"Marseille","Avignon","Stage with mountain(s)","Louison Bobet","","FRA","5.3699525","43.2961743","4.8059012","43.9492493"
"1446","12","1955-07-19",240,"Avignon","Millau","Stage with mountain(s)","Alessandro Fantini","","ITA","4.8059012","43.9492493","3.0777594","44.1006693"
"1447","13","1955-07-20",205,"Millau","Albi","Plain stage","Daan de Groot","","NED","3.0777594","44.1006693","2.147899","43.9277552"
"1448","14","1955-07-21",156,"Albi","Narbonne","Stage with mountain(s)","Louis Caput","","FRA","2.147899","43.9277552","3.0042121","43.1837661"
"1449","15","1955-07-22",151,"Narbonne","Ax-les-Thermes","Plain stage","Luciano Pezzi","","ITA","3.0042121","43.1837661","1.8379765","42.7193597"
"1450","16","1955-07-24",123,"Ax-les-Thermes","Toulouse","Plain stage","Rik Van Steenbergen","","BEL","1.8379765","42.7193597","1.4442469","43.6044622"
"1451","17","1955-07-25",250,"Toulouse","Saint-Gaudens","Stage with mountain(s)","Charly Gaul","","LUX","1.4442469","43.6044622","0.7247218","43.1077682"
"1452","18","1955-07-26",205,"Saint-Gaudens","Pau","Stage with mountain(s)","Jean Brankart","","BEL","0.7247218","43.1077682","-0.3685668","43.2957547"
"1453","19","1955-07-27",195,"Pau","Bordeaux","Plain stage","Wout Wagtmans","","NED","-0.3685668","43.2957547","-0.5800364","44.841225"
"1454","20","1955-07-28",243,"Bordeaux","Poitiers","Plain stage","Jean Forestier","","FRA","-0.5800364","44.841225","0.340196","46.5802596"
"1455","21","1955-07-29",68.6,"Châtellerault","Tours","Individual time trial","Jean Brankart","","BEL","0.545812","46.8180047","0.6889268","47.3900474"
"1456","22","1955-07-30",229,"Tours","Paris","Plain stage","Miguel Poblet","","ESP","0.6889268","47.3900474","2.32004102172008","48.8588897"
"1457","1","1954-07-08",216,"Amsterdam","Brasschaat","Plain stage","Wout Wagtmans","","NED","4.8936041","52.3727598","4.4917295","51.2900693"
"1458","2","1954-07-09",255,"Beveren","Lille","Plain stage","Louison Bobet","","FRA","4.24908132985944","51.21288495","3.0635282","50.6365654"
"1459","3","1954-07-10",219,"Lille","Rouen","Plain stage","Marcel Dussault","","FRA","3.0635282","50.6365654","1.0939658","49.4404591"
"1460","4a","1954-07-11",10.4,"Rouen","Circuit des Essarts","Team time trial","Switzerland","","","1.0939658","49.4404591",NA,NA
"1461","4b","1954-07-11",131,"Rouen","Caen","Plain stage","Wim van Est","","NED","1.0939658","49.4404591","-0.3635615","49.1813403"
"1462","5","1954-07-12",224,"Caen","Saint-Brieuc","Plain stage","Ferdinand Kübler","","SUI","-0.3635615","49.1813403","-2.7603283","48.5141134"
"1463","6","1954-07-13",179,"Saint-Brieuc","Brest","Plain stage","Dominique Forlini","","FRA","-2.7603283","48.5141134","-4.4860088","48.3905283"
"1464","7","1954-07-14",211,"Brest","Vannes","Plain stage","Jacques Vivier","","FRA","-4.4860088","48.3905283","-2.7599079","47.6586772"
"1465","8","1954-07-15",190,"Vannes","Angers","Plain stage","Fred De Bruyne","","BEL","-2.7599079","47.6586772","-0.5515588","47.4739884"
"1466","9","1954-07-16",343,"Angers","Bordeaux","Plain stage","Henk Faanhof","","NED","-0.5515588","47.4739884","-0.5800364","44.841225"
"1467","10","1954-07-18",202,"Bordeaux","Bayonne","Plain stage","Gilbert Bauvin","","FRA","-0.5800364","44.841225","-1.4736657","43.4945144"
"1468","11","1954-07-19",241,"Bayonne","Pau","Stage with mountain(s)","Stan Ockers","","BEL","-1.4736657","43.4945144","-0.3685668","43.2957547"
"1469","12","1954-07-20",161,"Pau","Luchon","Stage with mountain(s)","Gilbert Bauvin","","FRA","-0.3685668","43.2957547","0.5912279","42.7910617"
"1470","13","1954-07-21",203,"Luchon","Toulouse","Plain stage","Fred De Bruyne","","BEL","0.5912279","42.7910617","1.4442469","43.6044622"
"1471","14","1954-07-22",225,"Toulouse","Millau","Stage with mountain(s)","Ferdinand Kübler","","SUI","1.4442469","43.6044622","3.0777594","44.1006693"
"1472","15","1954-07-23",197,"Millau","Le Puy","Stage with mountain(s)","Dominique Forlini","","FRA","3.0777594","44.1006693","0.0738889","44.6619444"
"1473","16","1954-07-24",194,"Le Puy","Lyon","Stage with mountain(s)","Jean Forestier","","FRA","0.0738889","44.6619444","4.8320114","45.7578137"
"1474","17","1954-07-26",182,"Lyon","Grenoble","Stage with mountain(s)","Lucien Lazaridès","","FRA","4.8320114","45.7578137","5.7357819","45.1875602"
"1475","18","1954-07-27",216,"Grenoble","Briançon","Stage with mountain(s)","Louison Bobet","","FRA","5.7357819","45.1875602","6.6436313","44.8984037"
"1476","19","1954-07-28",221,"Briançon","Aix-les-Bains","Stage with mountain(s)","Jean Dotto","","FRA","6.6436313","44.8984037","5.9146362","45.6886292"
"1477","20","1954-07-29",243,"Aix les Bains","Besançon","Stage with mountain(s)","Lucien Teisseire","","FRA","5.9146362","45.6886292","6.0243622","47.2380222"
"1478","21a","1954-07-30",134,"Besançon","Épinal","Plain stage","François Mahé","","FRA","6.0243622","47.2380222","6.4503643","48.1747684"
"1479","21b","1954-07-30",72,"Epinal","Nancy","Individual time trial","Louison Bobet","","FRA","6.4503643","48.1747684","6.1834097","48.6937223"
"1480","22","1954-07-31",216,"Nancy","Troyes","Plain stage","Fred De Bruyne","","BEL","6.1834097","48.6937223","4.0746257","48.2971626"
"1481","23","1954-08-01",180,"Troyes","Paris","Plain stage","Robert Varnajo","","FRA","4.0746257","48.2971626","2.32004102172008","48.8588897"
"1482","1","1953-07-03",195,"Strasbourg","Metz","Plain stage","Fritz Schär","","SUI","7.7507127","48.584614","6.1763552","49.1196964"
"1483","2","1953-07-04",227,"Metz","Liège","Plain stage","Fritz Schär","","SUI","6.1763552","49.1196964","5.5736112","50.6450944"
"1484","3","1953-07-05",221,"Liège","Lille","Plain stage","Stanislas Bober","","FRA","5.5736112","50.6450944","3.0635282","50.6365654"
"1485","4","1953-07-06",188,"Lille","Dieppe","Plain stage","Gerrit Voorting","","NED","3.0635282","50.6365654","1.0791444","49.9246182"
"1486","5","1953-07-07",200,"Dieppe","Caen","Plain stage","Jean Malléjac","","FRA","1.0791444","49.9246182","-0.3635615","49.1813403"
"1487","6","1953-07-08",206,"Caen","Le Mans","Plain stage","Martin Van Geneugden","","BEL","-0.3635615","49.1813403","0.1967849","48.0073849"
"1488","7","1953-07-09",181,"Le Mans","Nantes","Plain stage","Livio Isotti","","ITA","0.1967849","48.0073849","-1.5541362","47.2186371"
"1489","8","1953-07-10",345,"Nantes","Bordeaux","Plain stage","Jan Nolten","","NED","-1.5541362","47.2186371","-0.5800364","44.841225"
"1490","9","1953-07-12",197,"Bordeaux","Pau","Plain stage","Fiorenzo Magni","","ITA","-0.5800364","44.841225","-0.3685668","43.2957547"
"1491","10","1953-07-13",103,"Pau","Cauterets","Stage with mountain(s)","Jesús Loroño","","ESP","-0.3685668","43.2957547","-0.114546","42.8893451"
"1492","11","1953-07-14",115,"Cauterets","Luchon","Stage with mountain(s)","Jean Robic","","FRA","-0.114546","42.8893451","0.5912279","42.7910617"
"1493","12","1953-07-15",228,"Luchon","Albi","Plain stage","André Darrigade","","FRA","0.5912279","42.7910617","2.147899","43.9277552"
"1494","13","1953-07-16",189,"Albi","Béziers","Stage with mountain(s)","Nello Lauredi","","FRA","2.147899","43.9277552","3.2131307","43.3426562"
"1495","14","1953-07-17",214,"Béziers","Nîmes","Stage with mountain(s)","Bernard Quennehen","","FRA","3.2131307","43.3426562","4.3600687","43.8374249"
"1496","15","1953-07-18",173,"Nîmes","Marseille","Plain stage","Maurice Quentin","","FRA","4.3600687","43.8374249","5.3699525","43.2961743"
"1497","16","1953-07-19",236,"Marseille","Monaco","Stage with mountain(s)","Wim van Est","","NED","5.3699525","43.2961743","7.4197576","43.7311424"
"1498","17","1953-07-21",261,"Monaco","Gap","Stage with mountain(s)","Wout Wagtmans","","NED","7.4197576","43.7311424","6.0820639","44.5612032"
"1499","18","1953-07-22",165,"Gap","Briançon","Stage with mountain(s)","Louison Bobet","","FRA","6.0820639","44.5612032","6.6436313","44.8984037"
"1500","19","1953-07-23",227,"Briançon","Lyon","Stage with mountain(s)","Georges Meunier","","FRA","6.6436313","44.8984037","4.8320114","45.7578137"
"1501","20","1953-07-24",70,"Lyon","St. Etienne","Individual time trial","Louison Bobet","","FRA","4.8320114","45.7578137","4.3873058","45.4401467"
"1502","21","1953-07-25",210,"St. Etienne","Montluçon","Plain stage","Wout Wagtmans","","NED","4.3873058","45.4401467","2.6072057","46.3396952"
"1503","22","1953-07-26",328,"Montluçon","Paris","Plain stage","Fiorenzo Magni","","ITA","2.6072057","46.3396952","2.32004102172008","48.8588897"
"1504","1","1952-06-25",246,"Brest","Rennes","Plain stage","Rik Van Steenbergen","","BEL","-4.4860088","48.3905283","-1.6800198","48.1113387"
"1505","2","1952-06-26",181,"Rennes","Le Mans","Plain stage","André Rosseel","","BEL","-1.6800198","48.1113387","0.1967849","48.0073849"
"1506","3","1952-06-27",189,"Le Mans","Rouen","Plain stage","Nello Lauredi","","FRA","0.1967849","48.0073849","1.0939658","49.4404591"
"1507","4","1952-06-28",232,"Rouen","Roubaix","Plain stage","Pierre Molinéris","","FRA","1.0939658","49.4404591","3.1741734","50.6915893"
"1508","5","1952-06-29",197,"Roubaix","Namur","Plain stage","Jean Diederich","","LUX","3.1741734","50.6915893","4.8661892","50.4665284"
"1509","6","1952-06-30",228,"Namur","Metz","Plain stage","Fiorenzo Magni","","ITA","4.8661892","50.4665284","6.1763552","49.1196964"
"1510","7","1952-07-01",60,"Metz","Nancy","Individual time trial","Fausto Coppi","","ITA","6.1763552","49.1196964","6.1834097","48.6937223"
"1511","8","1952-07-02",252,"Nancy","Mulhouse","Stage with mountain(s)","Raphaël Géminiani","","FRA","6.1834097","48.6937223","7.3389937","47.7467233"
"1512","9","1952-07-03",238,"Mulhouse","Lausanne","Stage with mountain(s)","Walter Diggelmann","","SUI","7.3389937","47.7467233","6.6327025","46.5218269"
"1513","10","1952-07-04",266,"Lausanne","Alpe d'Huez","Stage with mountain(s)","Fausto Coppi","","ITA","6.6327025","46.5218269","6.0699443","45.092401"
"1514","11","1952-07-06",182,"Le Bourg-d'Oisans","Sestriere","Stage with mountain(s)","Fausto Coppi","","ITA","6.0306625","45.054713","6.8786855","44.9584528"
"1515","12","1952-07-07",251,"Sestriere","Monaco","Stage with mountain(s)","Jan Nolten","","NED","6.8786855","44.9584528","7.4197576","43.7311424"
"1516","13","1952-07-08",214,"Monaco","Aix-en-Provence","Plain stage","Raoul Rémy","","FRA","7.4197576","43.7311424","5.4474738","43.5298424"
"1517","14","1952-07-09",178,"Aix-en-Provence","Avignon","Stage with mountain(s)","Jean Robic","","FRA","5.4474738","43.5298424","4.8059012","43.9492493"
"1518","15","1952-07-10",275,"Avignon","Perpignan","Plain stage","Georges Decaux","","FRA","4.8059012","43.9492493","2.8953121","42.6985304"
"1519","16","1952-07-11",200,"Perpignan","Toulouse","Plain stage","André Rosseel","","BEL","2.8953121","42.6985304","1.4442469","43.6044622"
"1520","17","1952-07-13",204,"Toulouse","Bagnères-de-Bigorre","Stage with mountain(s)","Raphaël Géminiani","","FRA","1.4442469","43.6044622","0.1530914","43.0658212"
"1521","18","1952-07-14",149,"Bagnères-de-Bigorre","Pau","Stage with mountain(s)","Fausto Coppi","","ITA","0.1530914","43.0658212","-0.3685668","43.2957547"
"1522","19","1952-07-15",195,"Pau","Bordeaux","Plain stage","Hans Dekkers","","NED","-0.3685668","43.2957547","-0.5800364","44.841225"
"1523","20","1952-07-16",228,"Bordeaux","Limoges","Plain stage","Jacques Vivier","","FRA","-0.5800364","44.841225","1.2644847","45.8354243"
"1524","21","1952-07-17",245,"Limoges","Puy de Dôme","Stage with mountain(s)","Fausto Coppi","","ITA","1.2644847","45.8354243","3.0839934206717934","45.7715343"
"1525","22","1952-07-18",63,"Clermont-Ferrand","Vichy","Individual time trial","Fiorenzo Magni","","ITA","3.0819427","45.7774551","3.4203712","46.1239268"
"1526","23","1952-07-19",354,"Vichy","Paris","Plain stage","Antonin Rolland","","FRA","3.4203712","46.1239268","2.32004102172008","48.8588897"
"1527","1","1951-07-04",185,"Metz","Reims","Plain stage","Giovanni Rossi","","SUI","6.1763552","49.1196964","4.031926","49.2577886"
"1528","2","1951-07-05",228,"Reims","Ghent","Plain stage","Jean Diederich","","LUX","4.031926","49.2577886","3.7250121","51.0538286"
"1529","3","1951-07-06",219,"Ghent","Le Tréport","Plain stage","Georges Meunier","","FRA","3.7250121","51.0538286","1.3827656","50.0591099"
"1530","4","1951-07-07",188,"Le Tréport","Paris","Plain stage","Roger Lévêque","","FRA","1.3827656","50.0591099","2.32004102172008","48.8588897"
"1531","5","1951-07-08",215,"Paris","Caen","Plain stage","Serafino Biagioni","","ITA","2.32004102172008","48.8588897","-0.3635615","49.1813403"
"1532","6","1951-07-09",182,"Caen","Rennes","Plain stage","Édouard Muller","","FRA","-0.3635615","49.1813403","-1.6800198","48.1113387"
"1533","7","1951-07-10",85,"La Guerche-de-Bretagne","Angers","Individual time trial","Hugo Koblet","","SUI","-1.231454","47.9426332","-0.5515588","47.4739884"
"1534","8","1951-07-11",241,"Angers","Limoges","Plain stage","André Rosseel","","BEL","-0.5515588","47.4739884","1.2644847","45.8354243"
"1535","9","1951-07-13",236,"Limoges","Clermont-Ferrand","Stage with mountain(s)","Raphaël Géminiani","","FRA","1.2644847","45.8354243","3.0819427","45.7774551"
"1536","10","1951-07-14",216,"Clermont-Ferrand","Brive","Stage with mountain(s)","Bernardo Ruiz","","ESP","3.0819427","45.7774551","5.7977896","46.3738887"
"1537","11","1951-07-15",177,"Brive","Agen","Plain stage","Hugo Koblet","","SUI","5.7977896","46.3738887","0.6176112","44.2015827"
"1538","12","1951-07-16",185,"Agen","Dax","Plain stage","Wim van Est","","NED","0.6176112","44.2015827","-1.0518771","43.7084065"
"1539","13","1951-07-17",201,"Dax","Tarbes","Stage with mountain(s)","Serafino Biagioni","","ITA","-1.0518771","43.7084065","0.0781021","43.232858"
"1540","14","1951-07-18",142,"Tarbes","Luchon","Stage with mountain(s)","Hugo Koblet","","SUI","0.0781021","43.232858","0.5912279","42.7910617"
"1541","15","1951-07-19",213,"Luchon","Carcassonne","Stage with mountain(s)","André Rosseel","","BEL","0.5912279","42.7910617","2.3491069","43.2130358"
"1542","16","1951-07-20",192,"Carcassonne","Montpellier","Plain stage","Hugo Koblet","","SUI","2.3491069","43.2130358","3.8767337","43.6112422"
"1543","17","1951-07-22",224,"Montpellier","Avignon","Stage with mountain(s)","Louison Bobet","","FRA","3.8767337","43.6112422","4.8059012","43.9492493"
"1544","18","1951-07-23",173,"Avignon","Marseille","Plain stage","Fiorenzo Magni","","ITA","4.8059012","43.9492493","5.3699525","43.2961743"
"1545","19","1951-07-24",208,"Marseille","Gap","Stage with mountain(s)","Armand Baeyens","","BEL","5.3699525","43.2961743","6.0820639","44.5612032"
"1546","20","1951-07-25",165,"Gap","Briançon","Stage with mountain(s)","Fausto Coppi","","ITA","6.0820639","44.5612032","6.6436313","44.8984037"
"1547","21","1951-07-26",201,"Briançon","Aix-les-Bains","Stage with mountain(s)","Bernardo Ruiz","","ESP","6.6436313","44.8984037","5.9146362","45.6886292"
"1548","22","1951-07-27",97,"Aix-les-Bains","Geneva","Individual time trial","Hugo Koblet","","SUI","5.9146362","45.6886292","6.1466014","46.2017559"
"1549","23","1951-07-28",197,"Geneva","Dijon","Stage with mountain(s)","Germain Derijcke","","BEL","6.1466014","46.2017559","5.0414701","47.3215806"
"1550","24","1951-07-29",322,"Dijon","Paris","Plain stage","Adolphe Deledda","","FRA","5.0414701","47.3215806","2.32004102172008","48.8588897"
"1551","1","1950-07-13",307,"Paris","Metz","Plain stage","Jean Goldschmit","","LUX","2.32004102172008","48.8588897","6.1763552","49.1196964"
"1552","2","1950-07-14",241,"Metz","Liège","Plain stage","Adolfo Leoni","","ITA","6.1763552","49.1196964","5.5736112","50.6450944"
"1553","3","1950-07-15",232.5,"Liège","Lille","Plain stage","Alfredo Pasotti","","ITA","5.5736112","50.6450944","3.0635282","50.6365654"
"1554","4","1950-07-16",231,"Lille","Rouen","Plain stage","Stan Ockers","","BEL","3.0635282","50.6365654","1.0939658","49.4404591"
"1555","5","1950-07-17",316,"Rouen","Dinard","Plain stage","Giovanni Corrieri","","ITA","1.0939658","49.4404591","-2.0580178","48.6320379"
"1556","6","1950-07-19",78,"Dinard","St. Brieuc","Individual time trial","Ferdinand Kübler","","SUI","-2.0580178","48.6320379","-2.7603283","48.5141134"
"1557","7","1950-07-20",248,"St. Brieuc","Angers","Plain stage","Nello Lauredi","","FRA","-2.7603283","48.5141134","-0.5515588","47.4739884"
"1558","8","1950-07-21",181,"Angers","Niort","Plain stage","Fiorenzo Magni","","ITA","-0.5515588","47.4739884","-0.4649403","46.3241132"
"1559","9","1950-07-22",206,"Niort","Bordeaux","Plain stage","Alfredo Pasotti","","ITA","-0.4649403","46.3241132","-0.5800364","44.841225"
"1560","10","1950-07-23",202,"Bordeaux","Pau","Plain stage","Marcel Dussault","","FRA","-0.5800364","44.841225","-0.3685668","43.2957547"
